Kommunenavn,Kommunekode,Tillægsnavn,PlanID,Digital?
Ringkøbing-Skjern,0760,Tillæg nr. 23 - Område til boligformål ved Stationsvej i Tarm,12185963,Nej
Ringkøbing-Skjern,0760,Tillæg nr. 25 for et område til boligformål ved Blomstermarken i Spjald,12185313,Nej
Ringkøbing-Skjern,0760,"Tillæg nr. 3 - for et område til teknisk formål (biogasanlæg) ved Arnborgvej, Borris",11926799,Nej
Ringkøbing-Skjern,0760,Tillæg nr. 4 - Område til teknisk anlæg ved Renseanlæg i Ringkøbing,12129180,Nej
Ringsted,0329,Kommuneplantillæg 1 - D7L område til offentlige formål,12191132,Nej
Roskilde,0265,Tillæg 5 -  Stadion og boliger ved Rådmandshaven,12138063,Nej
Rudersdal,0230,TIllæg 16,11901845,Nej
Rudersdal,0230,Tillæg 1 til Kommuneplan 2021,10916072,Nej
Rudersdal,0230,Tillæg 10 til Kommuneplan 2021,11257345,Nej
Rudersdal,0230,Tillæg 11 til Kommuneplan 2021,11231538,Nej
Rudersdal,0230,Tillæg 12 til Kommuneplan 2021,11231540,Nej
Rudersdal,0230,Tillæg 14 til Kommuneplan 2021,11271102,Nej
Rudersdal,0230,Tillæg 15,11426145,Nej
Rudersdal,0230,Tillæg 17,12108773,Nej
Rudersdal,0230,Tillæg 18,11486479,Nej
Rudersdal,0230,Tillæg 2,10851074,Nej
Rudersdal,0230,Tillæg 3 til Kommuneplan 2021,10917730,Nej
Rudersdal,0230,Tillæg 9 for Trørød erhvervsområde,11192451,Nej
Rødovre,0175,Tillæg 1: Gartnerbyen,11021727,Nej
Rødovre,0175,Tillæg 2: Almen-bolig-krav i rammeområde 4B20. Nyt boligkvarter syd for Irmabyen.,11253765,Nej
Rødovre,0175,Tillæg 3 til Kommuneplan 2022,11746769,Nej
Rødovre,0175,Tillæg 4 til Kommuneplan 2022,12086875,Nej
Samsø,0741,Kommuneplantillæg nr. 1 - Samsø Strandhotel,12190288,Nej
Silkeborg,0740,"Tillæg 14: Resen, Gødvad",11270892,Nej
Silkeborg,0740,Tillæg 15: Detailhandel,11192015,Nej
Silkeborg,0740,Tillæg 16: Boliger i landsbyen Mollerup,10886444,Nej
Silkeborg,0740,"Tillæg 17: Udvidelse af centerområde, Virklund",11016405,Nej
Silkeborg,0740,"Tillæg 18: Funder Kirkevej, Funder",11197401,Nej
Silkeborg,0740,Tillæg 19:  Ans,11281817,Nej
Silkeborg,0740,Tillæg 1: Samletillæg,10972215,Nej
Silkeborg,0740,Tillæg 20: Tekniske anlæg,11631260,Nej
Silkeborg,0740,Tillæg 21: Offentlige og rekreative formål i Kjellerup SV,11192349,Nej
Silkeborg,0740,Tillæg 23: Sejling-Skægkær,11271156,Nej
Silkeborg,0740,"Tillæg 25: Dyrehaven, Them",11170366,Nej
Silkeborg,0740,"Tillæg 27: Høngevej, Sorring",11304275,Nej
Silkeborg,0740,Tillæg 28: Erhvervsområde Hårup Øst,11426302,Nej
Silkeborg,0740,Tillæg 29: Vinderslev,11270907,Nej
Silkeborg,0740,"Tillæg 2: Søndre Grauballevej, Grauballe",10650128,Nej
Silkeborg,0740,"Tillæg 30: Udvidelse af bebyggelsesmuligheder ved Viborgvej og Nordre Ringvej, Balle",11494758,Nej
Silkeborg,0740,Tillæg 31: boliger og døgninstitution i Funder,12121899,Nej
Silkeborg,0740,"Tillæg 34: Erhvervsområde nord for Funder Kirkevej, Funder",11494762,Nej
Silkeborg,0740,Tillæg 39: Bydelscenter Eriksborg,12117452,Nej
Silkeborg,0740,"Tillæg 41: Vestre Ringvej, Hvinningdal",11341456,Nej
Silkeborg,0740,Tillæg 47: Udtagelse af kommuneplanramme 14-B-12 ved Funder Bakke og Ærøvej i Funder,11317404,Nej
Silkeborg,0740,Tillæg 48: Blandet bolig og erhverv på Hornskovvej 4 og 6 i Vium,11608954,Nej
Silkeborg,0740,"Tillæg 4: Kejlstrupvej, Balle",10650186,Nej
Silkeborg,0740,Tillæg 50: Boliger på Dalgasgade 24A i Silkeborg,12189076,Nej
Silkeborg,0740,Tillæg 52: Boligområde ved Lille Amerika og Søndergade i Gjern,12117422,Nej
Silkeborg,0740,"Tillæg 5: Erhvervsområde, Balle",10696428,Nej
Silkeborg,0740,"Tillæg 63: Offentlige formål, Alderslyst",12187180,Nej
Silkeborg,0740,"Tillæg 64: Udvidelse af boligområde ved motorvej, nord for Astrid Lindgrens Vej i Balle",12161383,Nej
Silkeborg,0740,Tillæg 66:  Them Mejeri,12161307,Nej
Silkeborg,0740,"Tillæg 6: Eriksborg, Gødvad og Grauballe",10822376,Nej
Silkeborg,0740,"Tillæg 71: Ophævelse af del af kommuneplanramme 31-R-80, Gjern",12189004,Nej
Silkeborg,0740,"Tillæg 72: Tilpasning af kommuneplanramme 14-E-03, Funder",12191942,Nej
Silkeborg,0740,"Tillæg 9: Område til butik og boliger, Sejs-Svejbæk",9721293,Nej
Skanderborg,0746,Kommuneplantillæg 21-30 Boligområde ved Stenskovvej i Stjær,11442965,Nej
Skanderborg,0746,Kommuneplantillæg 25-01 Erhvervsområde ved Vroldvej,12106972,Nej
Skanderborg,0746,Kommuneplantillæg 25-03 Boligområde Voerladegård,12133262,Nej
Skanderborg,0746,"Kommuneplantillæg 25-04, Boligområde og grønne arealer i det vestlige Alken",12149757,Nej
Skive,0779,Tillæg nr. 1 - Vindmøller ved Rybjerg,11300049,Nej
Skive,0779,Tillæg nr. 2 - Boligområde ved Sønderkær i Roslev,11300211,Nej
Skive,0779,Tillæg nr. 3 - Boliger ved Jens Hansens Vej,11307850,Nej
Skive,0779,Tillæg nr. 4 - Lokalcenter ved Fjordbjerg Ager,11307965,Nej
Skive,0779,Tillæg nr. 5 - Boligområde syd for Jernbanevej i Nr. Søby,11332325,Nej
Skive,0779,Tillæg nr. 7 - Dagligvarebutik ved Sønderkær i Roslev,12157281,Nej
Skive,0779,Tillæg nr. 9 - Boligområde ved Marienlystvej i Skive,12157289,Nej
Slagelse,0330,"Kommuneplantillæg nr. 1 - Daligvarebutik ved Holbækvej, Slagelse",11240538,Nej
Slagelse,0330,Kommuneplantillæg nr. 12 - Halsskov kulfyr,12129172,Nej
Slagelse,0330,"Kommuneplantillæg nr. 14 - Inter terminals A/S, Gulfhavn Oil Terminal Stigsnæs",12192667,Nej
Slagelse,0330,Kommuneplantillæg nr. 15 - Udvidelse af flådestation Korsør,12161145,Nej
Slagelse,0330,Kommuneplantillæg nr. 19 - Løvegade 73,12138903,Nej
Slagelse,0330,Kommuneplantillæg nr. 20 - Senioregnede boliger ved Bernstensgade,12191092,Nej
Slagelse,0330,Kommuneplantillæg nr. 22 - Blandet boligområde i Nordøstlig del af Sørbymagle,12191064,Nej
Slagelse,0330,Kommuneplantillæg nr. 24 -Kobæk restaurant,12190944,Nej
Slagelse,0330,Kommuneplantillæg nr. 4 - Ladestation ved Storebæltsvej,11330587,Nej
Slagelse,0330,Kommuneplantillæg nr. 5 - Solcelleanlæg ved Tjæreby,11194061,Nej
Slagelse,0330,"Kommuneplantillæg nr. 6 - ""Slipset"" Trafik- og transportcenter",11352574,Nej
Slagelse,0330,"Kommuneplantillæg nr. 7 - Bakkesøhuse - Trestensvej, Skælskør",11331576,Nej
Slagelse,0330,"Kommuneplantillæg nr. 8 - Tæt-lav boliger - Trestensvej, Skælskør",11441491,Nej
Slagelse,0330,Kommuneplantillæg nr. 9 - Villa Fjordhøj,11887467,Nej
Solrød,0269,Tillæg nr. 1 - Skovrejsning ved Gl. Havdrup,12130303,Nej
Sorø,0340,Tillæg 1 til Sorø Kommuneplan 2023-34,12155542,Nej
Sorø,0340,Tillæg 2 til Sorø Kommuneplan 2023-2034,12157470,Nej
Sorø,0340,Tillæg 3-2024 til Sorø Kommuneplan 2023-2034,11425050,Nej
Sorø,0340,Tillæg 4 til Sorø Kommuneplan 2023-2034,12157749,Nej
Struer,0671,Nr. 1 - Lyngs Idrætsefterskole,12116104,Nej
Svendborg,0479,2025.01 - Centerområde Kullinggade,12188912,Nej
Svendborg,0479,Centerområde Frederiksø,12155465,Nej
Svendborg,0479,"Havneerhverv, Frederiksø",12187210,Nej
Syddjurs,0706,Boligområde ved Århusvej 5,11251918,Nej
Syddjurs,0706,for et nyt boligområde til etageboliger ved Hovedgaden i Rønde.,11942146,Nej
Sønderborg,0540,Nr. 1 -  Erhvervsområde ved Gråsten Teglværk,11427699,Nej
Sønderborg,0540,Nr. 10 - Udvidelse af Center Øst,12156548,Nej
Sønderborg,0540,"Nr. 2 - Solcelleanlæg ved Lavensby, Nordborg",12116992,Nej
Sønderborg,0540,Nr. 3 - Boligområde ved Dyntvej i Broager,12109166,Nej
Sønderborg,0540,Nr. 4 - Midtvejsvurdering af Kommuneplan 2023-2035,11918075,Nej
Sønderborg,0540,"Nr. 6 - Boligområde ved Sildekulevej og Kongevej, Gråsten",12121819,Nej
Sønderborg,0540,"Nr. 8 - Dagligvarebutik, idrætshal og etageboligbebyggelse på B. S. Ingemanns Vej, Sønderborg",12130512,Nej
Tårnby,0185,Forslag til Kommuneplantillæg nr. 3,11253288,Nej
Tårnby,0185,Kommuneplantillæg 1,11171046,Nej
Tårnby,0185,Kommuneplantillæg 2,11170719,Nej
Tårnby,0185,Kommuneplantillæg 7,11427247,Nej
Tårnby,0185,Kommuneplantillæg nr. 4,11453736,Nej
Tårnby,0185,Kommuneplantillæg nr. 5,12187239,Nej
Tårnby,0185,Kommuneplantillæg nr. 8,12088299,Nej
Tønder,0550,104-410,9640508,Nej
Tønder,0550,105-630,9640505,Nej
Tønder,0550,110-620 Skov- og erhvervsområde Tønder Nord,9667010,Nej
Tønder,0550,121-210,11231410,Nej
Tønder,0550,"122-210 - Ændring af erhvervsområde Frifelt, Højer",10818001,Nej
Tønder,0550,125-110,11231567,Nej
Tønder,0550,"KPT. 175-310 Sportsefterskolen SINE,  Løgumkloster",12157901,Nej
Tønder,0550,"Kommuneplantillæg 123-620 - Erhvervsområde ved Ndr Landevej, Tønder",10909905,Nej
Tønder,0550,Kommuneplantillæg 164-610,11496230,Nej
Tønder,0550,"Kommuneplantillæg 171-740, Naturcenter Tønnisgård",12185441,Nej
Tønder,0550,Kommuneplantillæg Nr. 168-680 Hestholm - Museum Wegner,11942098,Nej
Tønder,0550,"Kommuneplantillæg nr. 101-540 - Erhvervsområde ved Algade og Voddervej, Frifelt",9636808,Nej
Tønder,0550,Kommuneplantillæg nr. 111-510 - Marsk Camp A/S. Skærbæk,9675080,Nej
Tønder,0550,Kommuneplantillæg nr. 112-610 - Tønder Midtby,10055003,Nej
Tønder,0550,"Kommuneplantillæg nr. 114-110 - Biogasanlæg ved Storde, Bredebeo",9732439,Nej
Tønder,0550,Kommuneplantillæg nr. 117-680 - Brinksgaard,9753317,Nej
Tønder,0550,"Kommuneplantillæg nr. 118-620 - Aflastningsområde Øst ved Ndr Landevej, Tønder",10073700,Nej
Tønder,0550,Kommuneplantillæg nr. 119-310 - Den tyske skole Løgumkloster,10452835,Nej
Tønder,0550,"Kommuneplantillæg nr. 120-220 - Erhvervsområde ved Højervej, Sdr. Sejerslev",10477784,Nej
Tønder,0550,"Kommuneplantillæg nr. 123-620 - Erhvervsområde ved Ndr Landevej,",10912816,Nej
Tønder,0550,Kommuneplantillæg nr. 127-130,10917895,Nej
Tønder,0550,Kommuneplantillæg nr. 129-410,11365553,Nej
Tønder,0550,Kommuneplantillæg nr. 131-740,11207697,Nej
Tønder,0550,"Kommuneplantillæg nr. 132-420, Sportsområde i Agerskov",11200698,Nej
Tønder,0550,Kommuneplantillæg nr. 133-510,11300013,Nej
Tønder,0550,"Kommuneplantillæg nr. 134-510, Skærbæk Ferieby, Skærbæk",12137533,Nej
Tønder,0550,Kommuneplantillæg nr. 135-470 Solcellepark ved Vestermarksvej,11270628,Nej
Tønder,0550,Kommuneplantillæg nr. 136-150 Solenergianlæg ved Bredebro,11270637,Nej
Tønder,0550,Kommuneplantillæg nr. 138-150 Vindmøller ved Borg-Visby Vest,12189298,Nej
Tønder,0550,Kommuneplantillæg nr. 139-680 Tyvse Solenergipark,11922503,Nej
Tønder,0550,Kommuneplantillæg nr. 140-150 Bredebro II solenergipark,11922570,Nej
Tønder,0550,"Kommuneplantillæg nr. 147-350 - Biogasanlæg ved Vinumvej, Løgumkloster",11922455,Nej
Tønder,0550,Kommuneplantillæg nr. 148-100 til  Tønder Kommuneplan 2017-2029 Solceller i Tønder Kommune,11847708,Nej
Tønder,0550,Kommuneplantillæg nr. 149-610 Tønder Festival - Område til offentlige formål mv.,11901222,Nej
Tønder,0550,Kommuneplantillæg nr. 150-450,11365542,Nej
Tønder,0550,"Kommuneplantillæg nr. 151-510, Skærbækcentret, Skærbæk",12107778,Nej
Tønder,0550,"Kommuneplantillæg nr. 152-420 Boligområde ved Boldershøj, Agerskov",11340896,Nej
Tønder,0550,Kommuneplantillæg nr. 153-740,11365549,Nej
Tønder,0550,Kommuneplantillæg nr. 158-560 Lovrup Solenergipark,11922497,Nej
Tønder,0550,Kommuneplantillæg nr. 161-150 Solcellepark ved Ballum Hede,11922491,Nej
Tønder,0550,Kommuneplantillæg nr. 162-350  Solcellepark ved Løgumkloster,11922495,Nej
Tønder,0550,"Kommuneplantillæg nr. 165-150 Højspændingssamlestation ved  Galgemark, Bredebro",11922511,Nej
Tønder,0550,Kommuneplantillæg nr. 167-680 Emmerske Efterskole,11901188,Nej
Tønder,0550,"Kommuneplantillæg nr. 169-560, Højspændingsstation, Birkelev",12139279,Nej
Tønder,0550,"Kommuneplantillæg nr. 176-740 Poppelgården, Rømø",12187182,Nej
Tønder,0550,"Kommunepolantillæg nr. 113-410 - Centerområde ved Søndergade Syd, Toftlund",9711354,Nej
Tønder,0550,Ny silo ved Andels-Kartoffelmelsfabrikken Danmark,12121911,Nej
Tønder,0550,"Område til bassiner til kartoffelvaskevand ved Hønning, Toftlund",11922058,Nej
Varde,0573,Tillæg 01 til KP25 - Arealregnskabet,12104124,Nej
Varde,0573,Tillæg 02 til Kommuneplan 2025 - Sektorkoblet anlæg ved Krageris,12186789,Nej
Varde,0573,Tillæg 04,12152898,Nej
Varde,0573,Tillæg 05,12153652,Nej
Varde,0573,Tillæg 06,12153636,Nej
Varde,0573,Tillæg 07 til Kommuneplan 2025 - ændring til rammer i Outrup,12186847,Nej
Vejen,0575,Tillæg 1 -  Erhvervsområde ved Tirslundvej i Brørup,11947833,Nej
Vejen,0575,Tillæg 17 - Ændring af Bevaringsværdigt landskab ved Lunderskovvej,12185340,Nej
Vejen,0575,Tillæg 2 - Erhverv vest for Gestenvej,12109147,Nej
Vejen,0575,Tillæg 3 - Solenergianlæg ved Farris,12186752,Nej
Vejen,0575,Tillæg 5 - Teknisk anlæg som biogas ved Lunderskovvej,11340737,Nej
Vejen,0575,Tillæg 6 - Boligformål ved Staushedevejen,12139727,Nej
Vejen,0575,Tillæg 9 - Boligformål nord for Ørstedvej,12187046,Nej
Vejle,0630,"Område til offentlige formål ved Søndermarksvej, Søndermarken",12121850,Nej
Vejle,0630,Tillæg 1 - Supplerende materiale til Kommuneplan 2025-2037,12154048,Nej
Vejle,0630,Tillæg 2 - Rekreativt område ved Herningvej i Jelling,12136857,Nej
Vejle,0630,"Tillæg nr. 10 Boligområde ved Valdemarsgade og Spinderigade, Vejle",12105347,Nej
Vejle,0630,"Tillæg nr. 15, Boligområde ved Ribevej og Mølkærvej, Ødsted",12139179,Nej
Vejle,0630,Tillæg nr. 3 Hører til lokalplan nr. 1439,12139342,Nej
Vejle,0630,"Tillæg nr. 5 Boligområde Tirsbæk Bakker, etape 6, Margrethehøj, Vejle",12181781,Nej
Vejle,0630,Tillæg nr. 6 hører til lokalplan nr. 1445,12181696,Nej
Vejle,0630,"Tillæg nr. 7 Erhvervsområde ved Vejlevej og Hjortsvangen, Give",12189350,Nej
Vejle,0630,"Tillæg nr. 8 Offentligt område ved Dampskibsvejen, Vejle",12188822,Nej
Vejle,0630,Tillæg nr. 9 hører til lokalplan nr. 1359,12107254,Nej
Vesthimmerlands,0820,KP-21-04 Vindmøller ved Thorup-Sletten,11186875,Nej
Vesthimmerlands,0820,KP-21-08 Boligområde øst for Anlægsvej og Oustrupvej,11240270,Nej
Vesthimmerlands,0820,KP21-01 Vindmøller Bjørnstrup,10683374,Nej
Vesthimmerlands,0820,KP21-02 Ny højspændingsstation Mosbæk,11151387,Nej
Vesthimmerlands,0820,KP21-03 Boligområde Hans Egedes Vej og Tvebjerg,11239957,Nej
Vesthimmerlands,0820,KP21-06 Vindmøller og solceller ved Svoldrup Kær,11247069,Nej
Vesthimmerlands,0820,KP21-07 Solcelleanlæg ved Mosbæk,11280386,Nej
Vesthimmerlands,0820,KP21-09 Udvidelse af rammen for landsbyen Gatten,11253035,Nej
Vesthimmerlands,0820,KP21-10 Boligområde syd og nord for Vestergade,11302034,Nej
Vesthimmerlands,0820,KP21-12 Boligområde ved Søndergade i Gedsted,12139534,Nej
Vesthimmerlands,0820,KP21-13 Erhvervsområde i Overlade,11484684,Nej
Vesthimmerlands,0820,KP21-14 Udvidelse af boligområdet Majsmarken,11426091,Nej
Vesthimmerlands,0820,KP21-15 Temarevision af hovedstruktur og retningslinjer for byudvikling i Kommuneplan 2021,11425094,Nej
Vesthimmerlands,0820,"KP21-17 - Vindmøller og solceller mellem Farsø, Havbro og Vester Hornum",12188547,Nej
Viborg,0791,Tillæg nr. 115 - Landområdet omkring Ørum,11922127,Nej
Viborg,0791,Tillæg nr. 12- Viborg Midtby bycenter,11912601,Nej
Viborg,0791,Tillæg nr. 15 - Viborg Vest,11881822,Nej
Viborg,0791,Tillæg nr. 18 - Landområdet omkring Karup,12129749,Nej
Viborg,0791,"Tillæg nr. 19 - Lokal udviklingsplan for Mammen, Hvam og Vridsted",12139978,Nej
Viborg,0791,Tillæg nr. 25 - Viborg Nordvest,12187312,Nej
Viborg,0791,Tillæg nr. 26 - Viborg Øst,12156759,Nej
Viborg,0791,Tillæg nr. 27 - Viborg Nordvest,12138104,Nej
Viborg,0791,Tillæg nr. 28 - Viborg Sydvest,12157267,Nej
Viborg,0791,Tillæg nr. 3 - Bjerringbro,12106701,Nej
Viborg,0791,Tillæg nr. 31 - Viborg Sydvest,12192599,Nej
Viborg,0791,Tillæg nr. 4 - Grønhøj,12108695,Nej
Viborg,0791,Tillæg nr. 5 - Viborg Nordvest,12107375,Nej
Vordingborg,0390,Kommuneplantillæg 9,11206428,Nej
Vordingborg,0390,Kommuneplantillæg nr. 16,11301391,Nej
Vordingborg,0390,Kommuneplantillæg nr. 17,12157701,Nej
Vordingborg,0390,Kommuneplantillæg nr. 20,11266619,Nej
Vordingborg,0390,Kommuneplantillæg nr. 21,11276583,Nej
Vordingborg,0390,Kommuneplantillæg nr. 24,11332472,Nej
Vordingborg,0390,Kommuneplantillæg nr. 39,11916508,Nej
Vordingborg,0390,Kommuneplantillæg nr. 41,12108977,Nej
Vordingborg,0390,Kommuneplantillæg nr. 43 Boliger ved Stege Fælled,12187350,Nej
Vordingborg,0390,Kommuneplantillæg nr. 46,12182681,Nej
Vordingborg,0390,Kommuneplantillæg nr. 5,11240808,Nej
Vordingborg,0390,Nr. 3,11192153,Nej
Vordingborg,0390,Nr. 6,11253733,Nej
Vordingborg,0390,Tillæg Nr. 26,11619803,Nej
Vordingborg,0390,Tillæg nr. 1,11175511,Nej
Vordingborg,0390,Tillæg nr. 10,11276548,Nej
Vordingborg,0390,Tillæg nr. 11,11256133,Nej
Vordingborg,0390,Tillæg nr. 12,11253752,Nej
Vordingborg,0390,Tillæg nr. 14,11306459,Nej
Vordingborg,0390,Tillæg nr. 15,11268357,Nej
Vordingborg,0390,Tillæg nr. 18,11304401,Nej
Vordingborg,0390,Tillæg nr. 19,11487863,Nej
Vordingborg,0390,Tillæg nr. 2,11176974,Nej
Vordingborg,0390,Tillæg nr. 22,11280148,Nej
Vordingborg,0390,Tillæg nr. 23,11301433,Nej
Vordingborg,0390,Tillæg nr. 25,11328895,Nej
Vordingborg,0390,Tillæg nr. 27,11301364,Nej
Vordingborg,0390,Tillæg nr. 28,11309184,Nej
Vordingborg,0390,Tillæg nr. 29,11304283,Nej
Vordingborg,0390,Tillæg nr. 4,11129438,Nej
Vordingborg,0390,Tillæg nr. 8,11253735,Nej
Vordingborg,0390,Udvidelse af erhvervsområde Afkørsel 41,12087352,Nej
Vordingborg,0390,tillæg nr. 13,11271506,Nej
